episodes,mean timesteps,mean reward,median reward,min reward,max reward,mc action
22900,173.35,-0.38,-1.0,-1,1,0
23000,173.28,-0.46,-1.0,-1,1,0
23100,173.26,-0.44,-1.0,-1,1,0
23200,173.21,-0.56,-1.0,-1,1,0
23300,173.26,-0.38,-1.0,-1,1,0
23400,173.3,-0.58,-1.0,-1,1,0
23500,173.26,-0.34,-1.0,-1,1,0
23600,173.25,-0.54,-1.0,-1,1,0
23700,173.41,-0.66,-1.0,-1,1,0
23800,173.37,-0.44,-1.0,-1,1,0
23900,173.37,-0.32,-1.0,-1,1,0
24000,173.38,-0.44,-1.0,-1,1,0
24100,173.41,-0.48,-1.0,-1,1,0
24200,173.44,-0.64,-1.0,-1,1,0
24300,173.43,-0.62,-1.0,-1,1,0
24400,173.4,-0.34,-1.0,-1,1,0
24500,173.38,-0.48,-1.0,-1,1,0
24600,173.34,-0.46,-1.0,-1,1,0
24700,173.34,-0.4,-1.0,-1,1,0
24800,173.33,-0.34,-1.0,-1,1,0
24900,173.37,-0.52,-1.0,-1,1,0
25000,173.38,-0.38,-1.0,-1,1,0
25100,173.37,-0.46,-1.0,-1,1,0
25200,173.39,-0.5,-1.0,-1,1,0
25300,173.41,-0.44,-1.0,-1,1,0
25400,173.44,-0.38,-1.0,-1,1,0
25500,173.4,-0.48,-1.0,-1,1,0
25600,173.38,-0.48,-1.0,-1,1,0
25700,173.36,-0.4,-1.0,-1,1,0
25800,173.43,-0.54,-1.0,-1,1,0
25900,173.41,-0.4,-1.0,-1,1,0
26000,173.4,-0.62,-1.0,-1,1,0
26100,173.43,-0.46,-1.0,-1,1,0
26200,173.47,-0.36,-1.0,-1,1,0
26300,173.46,-0.3,-1.0,-1,1,0
26400,173.42,-0.42,-1.0,-1,1,0
26500,173.38,-0.44,-1.0,-1,1,0
26600,173.41,-0.5,-1.0,-1,1,0
26700,173.39,-0.44,-1.0,-1,1,0
26800,173.44,-0.56,-1.0,-1,1,0
26900,173.44,-0.52,-1.0,-1,1,0
27000,173.46,-0.54,-1.0,-1,1,0
27100,173.46,-0.66,-1.0,-1,1,0
27200,173.47,-0.6,-1.0,-1,1,0
27300,173.4,-0.34,-1.0,-1,1,0
27400,173.49,-0.52,-1.0,-1,1,0
