episodes,mean timesteps,mean reward,median reward,min reward,max reward,mc action
26800,69.11,-0.66,-1.0,-1,1,4
26900,69.36,-0.6,-1.0,-1,1,4
27000,69.66,-0.44,-1.0,-1,1,4
27100,69.97,-0.66,-1.0,-1,1,4
27200,70.28,-0.62,-1.0,-1,1,4
27300,70.59,-0.46,-1.0,-1,1,4
27400,71.0,-0.46,-1.0,-1,1,4
27500,71.34,-0.44,-1.0,-1,1,4
27600,71.64,-0.32,-1.0,-1,1,4
27700,72.1,-0.54,-1.0,-1,1,4
27800,72.44,-0.3,-1.0,-1,1,4
27900,72.85,-0.48,-1.0,-1,1,4
28000,73.2,-0.48,-1.0,-1,1,4
28100,73.54,-0.64,-1.0,-1,1,4
28200,73.93,-0.4,-1.0,-1,1,4
28300,74.34,-0.62,-1.0,-1,1,4
28400,74.67,-0.52,-1.0,-1,1,4
28500,75.01,-0.48,-1.0,-1,1,4
28600,75.32,-0.64,-1.0,-1,1,4
28700,75.64,-0.46,-1.0,-1,1,4
28800,75.93,-0.28,-1.0,-1,1,4
28900,76.24,-0.6,-1.0,-1,1,4
29000,76.57,-0.62,-1.0,-1,1,4
29100,76.81,-0.42,-1.0,-1,1,4
29200,77.12,-0.4,-1.0,-1,1,4
29300,77.43,-0.36,-1.0,-1,1,4
29400,77.76,-0.36,-1.0,-1,1,4
29500,78.09,-0.44,-1.0,-1,1,4
29600,78.46,-0.6,-1.0,-1,1,4
29700,78.75,-0.46,-1.0,-1,1,4
29800,79.08,-0.36,-1.0,-1,1,4
29900,79.4,-0.5,-1.0,-1,1,4
30000,79.67,-0.54,-1.0,-1,1,4
30100,79.96,-0.64,-1.0,-1,1,4
30200,80.25,-0.44,-1.0,-1,1,4
30300,80.54,-0.52,-1.0,-1,1,4
30400,80.87,-0.52,-1.0,-1,1,4
30500,81.25,-0.34,-1.0,-1,1,4
30600,81.49,-0.36,-1.0,-1,1,4
30700,81.65,-0.44,-1.0,-1,1,4
30800,81.95,-0.48,-1.0,-1,1,4
30900,82.25,-0.4,-1.0,-1,1,4
31000,82.57,-0.5,-1.0,-1,1,4
31100,82.87,-0.5,-1.0,-1,1,4
31200,83.12,-0.4,-1.0,-1,1,4
31300,83.35,-0.5,-1.0,-1,1,4
31400,83.63,-0.42,-1.0,-1,1,4
31500,83.94,-0.48,-1.0,-1,1,4
31600,84.21,-0.46,-1.0,-1,1,4
31700,84.43,-0.28,-1.0,-1,1,4
31800,84.69,-0.46,-1.0,-1,1,4
31900,84.94,-0.34,-1.0,-1,1,4
32000,85.22,-0.6,-1.0,-1,1,4
32100,85.51,-0.48,-1.0,-1,1,4
32200,85.74,-0.46,-1.0,-1,1,4
32300,86.0,-0.52,-1.0,-1,1,4
32400,86.28,-0.56,-1.0,-1,1,4
32500,86.54,-0.38,-1.0,-1,1,4
32600,86.79,-0.56,-1.0,-1,1,4
32700,87.04,-0.34,-1.0,-1,1,4
32800,87.31,-0.48,-1.0,-1,1,4
32900,87.63,-0.46,-1.0,-1,1,4
33000,87.92,-0.48,-1.0,-1,1,4
33100,88.16,-0.32,-1.0,-1,1,4
33200,88.29,-0.64,-1.0,-1,1,4
33300,88.36,-0.56,-1.0,-1,1,4
33400,88.56,-0.5,-1.0,-1,1,4
33500,88.85,-0.5,-1.0,-1,1,4
33600,89.14,-0.48,-1.0,-1,1,4
33700,89.45,-0.4,-1.0,-1,1,4
33800,89.75,-0.56,-1.0,-1,1,4
33900,89.99,-0.56,-1.0,-1,1,4
34000,90.29,-0.52,-1.0,-1,1,4
34100,90.56,-0.5,-1.0,-1,1,4
34200,90.78,-0.34,-1.0,-1,1,4
34300,91.04,-0.46,-1.0,-1,1,4
34400,91.25,-0.6,-1.0,-1,1,4
34500,91.5,-0.5,-1.0,-1,1,4
34600,91.76,-0.42,-1.0,-1,1,4
34700,91.99,-0.42,-1.0,-1,1,4
34800,92.23,-0.42,-1.0,-1,1,4
34900,92.5,-0.48,-1.0,-1,1,4
35000,92.72,-0.38,-1.0,-1,1,4
35100,92.96,-0.54,-1.0,-1,1,4
35200,93.18,-0.36,-1.0,-1,1,4
35300,93.38,-0.22,-1.0,-1,1,4
35400,93.65,-0.52,-1.0,-1,1,4
35500,93.84,-0.44,-1.0,-1,1,4
35600,93.76,-0.82,-1.0,-1,1,4
35700,93.69,-0.66,-1.0,-1,1,4
35800,93.66,-0.8,-1.0,-1,1,4
35900,93.63,-0.7,-1.0,-1,1,4
36000,93.77,-0.58,-1.0,-1,1,4
36100,93.68,-0.86,-1.0,-1,1,4
36200,93.61,-0.82,-1.0,-1,1,4
36300,93.6,-0.66,-1.0,-1,1,4
36400,93.5,-0.86,-1.0,-1,1,4
36500,93.44,-0.7,-1.0,-1,1,4
36600,93.32,-0.88,-1.0,-1,1,4
36700,93.27,-0.88,-1.0,-1,1,4
36800,93.43,-0.4,-1.0,-1,1,4
36900,93.42,-0.7,-1.0,-1,1,4
37000,93.49,-0.66,-1.0,-1,1,4
37100,93.63,-0.54,-1.0,-1,1,4
37200,93.86,-0.42,-1.0,-1,1,4
37300,94.02,-0.38,-1.0,-1,1,4
37400,94.12,-0.62,-1.0,-1,1,4
37500,94.3,-0.6,-1.0,-1,1,4
37600,94.52,-0.42,-1.0,-1,1,4
37700,94.56,-0.64,-1.0,-1,1,4
37800,94.54,-0.74,-1.0,-1,1,4
37900,94.47,-0.74,-1.0,-1,1,4
38000,94.54,-0.56,-1.0,-1,1,4
38100,94.59,-0.62,-1.0,-1,1,4
38200,94.85,-0.44,-1.0,-1,1,4
38300,95.08,-0.52,-1.0,-1,1,4
38400,95.3,-0.36,-1.0,-1,1,4
38500,95.51,-0.28,-1.0,-1,1,4
38600,95.68,-0.46,-1.0,-1,1,4
38700,95.86,-0.5,-1.0,-1,1,4
38800,96.08,-0.54,-1.0,-1,1,4
38900,96.26,-0.42,-1.0,-1,1,4
39000,96.46,-0.42,-1.0,-1,1,4
39100,96.67,-0.56,-1.0,-1,1,4
39200,96.84,-0.36,-1.0,-1,1,4
39300,97.02,-0.48,-1.0,-1,1,4
39400,97.21,-0.46,-1.0,-1,1,4
39500,97.4,-0.46,-1.0,-1,1,4
