episodes,mean timesteps,mean reward,median reward,min reward,max reward,stop,up,left,down,right,bomb
26380, 29.3, -1.0, -1.0, -1, -1, 0.15881326352530542, 0.16404886561954624, 0.20593368237347295, 0.1849912739965096, 0.17452006980802792, 0.11169284467713787
26400, 31.2, -1.0, -1.0, -1, -1, 0.1663619744058501, 0.17915904936014626, 0.19378427787934185, 0.1846435100548446, 0.1590493601462523, 0.1170018281535649
26420, 23.1, -1.0, -1.0, -1, -1, 0.16919739696312364, 0.1648590021691974, 0.21908893709327548, 0.1648590021691974, 0.17136659436008678, 0.11062906724511931
26440, 37.0, -1.0, -1.0, -1, -1, 0.16148148148148148, 0.18222222222222223, 0.1837037037037037, 0.19111111111111112, 0.15555555555555556, 0.1259259259259259
26460, 27.5, -1.0, -1.0, -1, -1, 0.15370018975332067, 0.17836812144212524, 0.21062618595825428, 0.18216318785578747, 0.14231499051233396, 0.13282732447817835
26480, 23.3, -1.0, -1.0, -1, -1, 0.13871635610766045, 0.19254658385093168, 0.20082815734989648, 0.16977225672877846, 0.19461697722567287, 0.10351966873706005
26500, 21.7, -1.0, -1.0, -1, -1, 0.1313364055299539, 0.1313364055299539, 0.22580645161290322, 0.18663594470046083, 0.1935483870967742, 0.1313364055299539
26520, 25.9, -1.0, -1.0, -1, -1, 0.133086876155268, 0.17744916820702403, 0.21072088724584104, 0.2033271719038817, 0.16266173752310537, 0.11275415896487985
26540, 18.7, -1.0, -1.0, -1, -1, 0.166270783847981, 0.18052256532066507, 0.2209026128266033, 0.171021377672209, 0.14726840855106887, 0.11401425178147269
26560, 23.8, -1.0, -1.0, -1, -1, 0.16468590831918506, 0.1799660441426146, 0.17147707979626486, 0.16298811544991512, 0.19015280135823429, 0.1307300509337861
26580, 20.3, -1.0, -1.0, -1, -1, 0.1400862068965517, 0.18318965517241378, 0.1810344827586207, 0.1875, 0.16810344827586207, 0.1400862068965517
26600, 22.6, -1.0, -1.0, -1, -1, 0.15164835164835164, 0.2, 0.16923076923076924, 0.18461538461538463, 0.16483516483516483, 0.12967032967032968
26620, 21.6, -1.0, -1.0, -1, -1, 0.16634799235181644, 0.17782026768642448, 0.18164435946462715, 0.18738049713193117, 0.18738049713193117, 0.0994263862332696
26640, 17.2, -1.0, -1.0, -1, -1, 0.14224137931034483, 0.16163793103448276, 0.20043103448275862, 0.22629310344827586, 0.16594827586206898, 0.10344827586206896
26660, 27.6, -1.0, -1.0, -1, -1, 0.15912897822445563, 0.17922948073701842, 0.20770519262981574, 0.16917922948073702, 0.17587939698492464, 0.10887772194304858
26680, 19.4, -1.0, -1.0, -1, -1, 0.16091954022988506, 0.17471264367816092, 0.167816091954023, 0.2, 0.15862068965517243, 0.13793103448275862
26700, 19.2, -1.0, -1.0, -1, -1, 0.15271966527196654, 0.17782426778242677, 0.200836820083682, 0.17573221757322174, 0.1694560669456067, 0.12343096234309624
26720, 25.2, -1.0, -1.0, -1, -1, 0.1504424778761062, 0.1592920353982301, 0.20176991150442478, 0.19469026548672566, 0.17345132743362832, 0.12035398230088495
